measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2017,1135091.495720509,1239691.0679424952,1019361.292280068
Prevalence,Global,Both,All ages,Testicular cancer,Number,2017,790898.6571850297,926323.6811928855,664882.5206497244
Prevalence,Global,Both,All ages,Kidney cancer,Number,2017,1751818.1764443407,1845561.3905570072,1665567.950733919
Prevalence,Global,Both,All ages,Bladder cancer,Number,2017,2671333.35946697,2825353.7431256603,2507725.8279289585
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2017,1010642.6142430768,1115843.5012176612,763689.623397214
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2017,1716696.6645573622,1824383.7260275593,1575417.5690236522
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2018,3045511.413816037,3506981.069081857,2682237.6254634093
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2018,1174359.6723186984,1303783.679994183,1039074.735036254
Prevalence,Global,Both,All ages,Testicular cancer,Number,2018,817308.8236543896,972123.1101155926,683833.2609329306
Prevalence,Global,Both,All ages,Kidney cancer,Number,2018,1814106.780203052,1941171.3605220423,1692977.1591510915
Prevalence,Global,Both,All ages,Bladder cancer,Number,2018,2764351.452864542,2938282.46198485,2574521.9452652307
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2018,1041589.3606981984,1164435.6377880056,777638.698330638
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2018,1778366.992915145,1914960.7645722635,1628420.4694817297
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2016,866169.3697422554,934989.8381579169,776403.6106549654
Prevalence,Global,Both,All ages,Stomach cancer,Number,2016,2462971.8766583228,2654284.1346720015,2275394.7685484216
Prevalence,Global,Both,All ages,Liver cancer,Number,2016,678681.771955539,714964.6908645284,642564.8352765697
Prevalence,Global,Both,All ages,Larynx cancer,Number,2016,1115496.6760699532,1165581.7736126613,1064761.4194744057
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2018,924938.8300186214,1013484.5929221848,816630.8630876911
Prevalence,Global,Both,All ages,Stomach cancer,Number,2018,2624435.8227312043,2881384.938713637,2373685.427956393
Prevalence,Global,Both,All ages,Liver cancer,Number,2018,722806.3231725737,771394.7423542078,672653.9626479051
Prevalence,Global,Both,All ages,Larynx cancer,Number,2018,1176265.0898411532,1244643.5666998967,1110985.2080466046
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2017,890573.6206613412,968081.8913793738,806532.8554746736
Prevalence,Global,Both,All ages,Stomach cancer,Number,2017,2531098.2199464138,2753634.402924741,2307805.3143290184
Prevalence,Global,Both,All ages,Liver cancer,Number,2017,700113.966862422,753668.5622472464,650873.1049767801
Prevalence,Global,Both,All ages,Larynx cancer,Number,2017,1142990.3473807182,1208962.401168011,1079786.4085186513
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2017,2999171.4738743096,3182437.4004230336,2809194.847013942
Prevalence,Global,Both,All ages,Breast cancer,Number,2017,18243964.123996153,19508044.46631035,17175348.11615525
Prevalence,Global,Both,All ages,Cervical cancer,Number,2017,2794804.175697546,3090968.6627732874,2346737.5418099267
Prevalence,Global,Both,All ages,Uterine cancer,Number,2017,3071586.2374797333,3281007.824139324,2874515.142345108
Prevalence,Global,Both,All ages,Prostate cancer,Number,2017,10025571.979494594,13230350.119879391,8980712.601536369
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2017,10516428.610549804,11120226.958289126,9891693.156674422
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2017,1314691.534659958,1400382.5589800603,1226537.3387155363
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2017,886006.7495006531,988604.6171188647,786394.0230651883
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2017,252457.88790805853,264172.2696584488,240529.96609839005
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2017,243480.54116834508,262954.58355565846,206155.96093965403
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2017,410770.75915951416,435796.99877396156,382807.3389161575
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2016,2770310.5432387386,3150701.9963450725,2437523.2175278645
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2016,1099779.3596668737,1182096.9318636425,996874.7998767127
Prevalence,Global,Both,All ages,Testicular cancer,Number,2016,770270.0360728005,897073.3124213818,650869.0712437922
Prevalence,Global,Both,All ages,Kidney cancer,Number,2016,1709286.5722918422,1772236.0091194296,1650025.4537250013
Prevalence,Global,Both,All ages,Bladder cancer,Number,2016,2590556.63234521,2686479.732966424,2471807.3642494264
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2016,981454.647604151,1065581.8019421895,740341.3906520663
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2016,1675545.4203704824,1762788.407539531,1540954.055754595
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2016,2921595.1207044274,3075748.08341805,2761044.851169485
Prevalence,Global,Both,All ages,Breast cancer,Number,2016,17766534.561925262,18731624.02238844,16944274.552376967
Prevalence,Global,Both,All ages,Cervical cancer,Number,2016,2750688.3906360855,2998327.9218882886,2322650.0346909277
Prevalence,Global,Both,All ages,Uterine cancer,Number,2016,3035906.3181939023,3201878.1683848444,2852917.636307361
Prevalence,Global,Both,All ages,Prostate cancer,Number,2016,9668303.38228835,12768807.778633982,8787513.05490782
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2016,10157920.420681568,10565729.800149897,9666643.340304965
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2016,1285487.8271424412,1354801.896049095,1220731.0422130844
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2016,836819.0692650288,937902.2650046707,752007.4711137344
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2016,248317.36151292943,255087.58972633685,240620.4466954935
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2016,238499.24108598294,254901.87889679786,202949.0973881077
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2016,399486.8133171225,418215.49516672094,375803.0747469934
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2018,3107189.375476355,3347749.696240341,2881715.1526012905
Prevalence,Global,Both,All ages,Breast cancer,Number,2018,18744051.434355635,20033956.232188433,17588685.247772437
Prevalence,Global,Both,All ages,Cervical cancer,Number,2018,2846158.711047756,3156592.398188424,2391295.1303468663
Prevalence,Global,Both,All ages,Uterine cancer,Number,2018,3145767.3995516044,3422086.9397785123,2895864.4332368486
Prevalence,Global,Both,All ages,Prostate cancer,Number,2018,10405134.990928905,13640815.091349639,9355741.016457794
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2018,10948648.900511457,11559174.280733595,10323332.15592927
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2018,1359626.6578876742,1458770.1071960714,1251389.6056047576
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2018,934482.4219005862,1055266.8429730458,818540.9863317693
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2018,258552.32510620842,276518.5065701537,241608.27976814273
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2018,249848.82424083352,273105.0776395393,212543.17237387336
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2018,426621.389813052,456861.18118855543,395473.1215235223
Prevalence,Global,Both,All ages,Non-melanoma skin cancer,Number,2019,3297045.601254768,3827314.2050684337,2885648.580557987
Prevalence,Global,Both,All ages,Ovarian cancer,Number,2019,1206652.1965344704,1353763.3198382528,1064856.7393676224
Prevalence,Global,Both,All ages,Testicular cancer,Number,2019,836029.0654107644,1005306.7033580055,702470.25367909
Prevalence,Global,Both,All ages,Kidney cancer,Number,2019,1870081.9418647757,2029310.8445260113,1728035.814532659
Prevalence,Global,Both,All ages,Bladder cancer,Number,2019,2869046.3942446867,3114474.388492435,2614200.3373553497
Prevalence,Global,Both,All ages,Brain and central nervous system cancer,Number,2019,1065294.0918967477,1199906.311991077,800440.7820522564
Prevalence,Global,Both,All ages,Thyroid cancer,Number,2019,1831760.0687079376,1985013.034089947,1656127.0863268783
Prevalence,Global,Both,All ages,Esophageal cancer,Number,2019,960609.8308833964,1068485.2669769553,840399.1827082979
Prevalence,Global,Both,All ages,Stomach cancer,Number,2019,2711656.821295865,3021011.3456003084,2435907.951885573
Prevalence,Global,Both,All ages,Liver cancer,Number,2019,747288.386925774,822765.3361430172,680904.0505456034
Prevalence,Global,Both,All ages,Larynx cancer,Number,2019,1212790.0630227213,1304926.6430693148,1127532.1994014038
Prevalence,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2019,3212307.3907010127,3488345.580447438,2937037.1963889864
Prevalence,Global,Both,All ages,Breast cancer,Number,2019,19283701.035842728,20778082.0746699,17735530.05156006
Prevalence,Global,Both,All ages,Cervical cancer,Number,2019,2887521.2306175553,3219975.1628976674,2439414.892573522
Prevalence,Global,Both,All ages,Uterine cancer,Number,2019,3223232.6679455587,3541074.14624227,2933191.5582073354
Prevalence,Global,Both,All ages,Prostate cancer,Number,2019,10812979.19711457,13977818.98084476,9538730.656879991
Prevalence,Global,Both,All ages,Colon and rectum cancer,Number,2019,11457627.01885955,12362959.10065634,10613035.172633078
Prevalence,Global,Both,All ages,Lip and oral cavity cancer,Number,2019,1401931.9123711681,1519844.1918724317,1286017.3752339298
Prevalence,Global,Both,All ages,Nasopharynx cancer,Number,2019,971935.9115649333,1119384.3918969764,845407.6610642206
Prevalence,Global,Both,All ages,Other pharynx cancer,Number,2019,264631.58207864244,286390.50495093665,243777.75180839468
Prevalence,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2019,256340.40991403584,282004.4549611067,215699.4471765907
Prevalence,Global,Both,All ages,Pancreatic cancer,Number,2019,442101.2790697879,478305.44635233463,405961.68428452354
